,item_name,item_id,item_category_id,item_name_en
3837,"Halo 5: Guardians [Xbox One, русская версия] (U9Z-00062)",3837,24,Halo 5: Guardians [Xbox One Russian] (U9Z-00062)
3838,"Halo 5: Guardians. Коллекционное издание [Xbox One, русская версия] (CV4-00014)",3838,24,Halo 5: Guardians. Collector's Edition [Xbox One Russian] (CV4-00014)
3839,"Halo 5: Guardians. Ограниченное издание [Xbox One, русская версия] (CV3-00021)",3839,24,Halo 5: Guardians. Limited Edition [Xbox One Russian] (CV3-00021)
3840,"Halo Anniversary [Xbox 360, русская документация]",3840,23,"Halo Anniversary [Xbox 360, Russian documentation]"
3841,Halo: Reach [Xbox 360],3841,23,Halo: Reach [Xbox 360]
3842,"Halo: The Master Chief Collection [Xbox One, русские субтитры]",3842,24,"Halo: The Master Chief Collection [Xbox One, Russian subtitles]"
3843,Handy Backup Professional 2013 (box) (1 лиц.),3843,75,Handy Backup Professional 2013 (box) (1 person)
3844,Handy Backup Standard 2013 (box) (1 лиц.),3844,75,Handy Backup Standard 2013 (box) (1 person)
3845,"Handy Backup Standard 7 (Новософт) [PC, Цифровая версия]",3845,76,"Handy Backup Standard 7 (Novosoft) [PC, Digital version]"
3846,"Happy Feet 2 [PS3, русская документация]",3846,19,"Happy Feet 2 [PS3, Russian documentation]"
3847,Hard Disk Manager 12 Professional (1 лиц.),3847,75,Hard Disk Manager 12 Professional (1 person)
3848,"Hard Reset [PC, Jewel, русская версия]",3848,30,"Hard Reset [PC, Jewel, Russian version]"
3849,"Hasbro Family Fun Pack [PS4, английская версия]",3849,20,Hasbro Family Fun Pack [PS4 English Version]
3850,"Heavenly Sword (Essentials) [PS3, русская документация]",3850,19,"Heavenly Sword (Essentials) [PS3, Russian Documentation]"
3851,"Heavy Rain (Essentials) (с поддержкой PS Move) [PS3, русская версия]",3851,19,"Heavy Rain (Essentials) (with PS Move support) [PS3, Russian version]"
3852,"Heavy Rain (Platinum) (с поддержкой PS Move) [PS3, русская версия]",3852,19,Heavy Rain (Platinum) (with PS Move support) [PS3 Russian version]
3853,"Hegemony Rome: Rise of Caesar [PC, Цифровая версия]",3853,31,"Hegemony Rome: Rise of Caesar [PC, Digital]"
3854,"Hegemony Rome: Rise of Caesar. Advanced tactics (дополнение) [PC, Цифровая версия]",3854,31,"Hegemony Rome: Rise of Caesar. Advanced tactics add-on [PC, Digital]"
3855,"Hell Yeah! Wrath of the Dead Rabbit (СофтКлаб) [PC, Цифровая версия]",3855,31,"Hell Yeah! Wrath of the Dead Rabbit (SoftKlab) [PC, Digital]"
3856,"Hell Yeah! Набор «Прокачай своего кролика» (СофтКлаб) [PC, Цифровая версия]",3856,31,"Hell Yeah! Set ""Upgrade your rabbit"" (SoftKlab) [PC, Digital]"
3857,"Hell Yeah! Набор испытаний «Тренируй своего кролика» (СофтКлаб) [PC, Цифровая версия]",3857,31,"Hell Yeah! Train Your Rabbit Challenge Pack (SoftKlab) [PC, Digital]"
3858,Hellboy. The Science of Evil (full eng) (PSP) (UMD-case),3858,21,Hellboy. The Science of Evil (full eng) (PSP) (UMD-case)
3859,"Hello, 1C (мастер-класс). Пример быстрой разработки приложений на платф.1С:Предпр.8 (+CD)",3859,49,"Hello, 1C (master class). An example of rapid application development on platform 1C: Prerequisite 8 (+ CD)"
3860,"Hello, 1C! Пример быстрой разработки приложений на 1С:Предприятие 8.3. Версия 3[Цифровая версия]",3860,54,"Hello, 1C! An example of rapid application development on 1C: Enterprise 8.3. Version 3 [Digital version]"
3861,"Hello, 1C. Пример быстрой разработки приложений на платф.1С:Предпр.8.2. Мастер-класс (+CD). Версия 2",3861,49,"Hello, 1C. An example of rapid application development on platform 1C: Prep. 8.2. Master class (+ CD). Version 2"
3862,"Hello, 1C. Пример быстрой разработки приложений на платф.1С:Предпр.8.3. Мастер-класс (+CD). Версия 3",3862,49,"Hello, 1C. An example of rapid application development on platform 1C: Prep. 8.3. Master class (+ CD). Version 3"
3863,"Hello, 1C. Пример быстрой разработки приложения на платформе  1С:Предприятие 8.2. [Цифровая версия]",3863,54,"Hello, 1C. An example of rapid application development on the 1C: Enterprise platform 8.2. [Digital version]"
3864,"Hello, 1С (мастер-класс). Пример быстрой разработки приложений на платформе ""1С:Предприятие"" [Цифров",3864,54,"Hello, 1C (master class). An example of rapid application development on the 1C: Enterprise platform [Digital"
3865,Heroes of Might and Magic V. Gold edition DVD,3865,30,Heroes of Might and Magic V. Gold edition DVD
3866,"Heroes of the Storm [PC, русская версия]",3866,28,Heroes of the Storm [PC Russian]
3867,"Hetman Data Recovery Pack Домашняя версия [PC, Цифровая версия]",3867,76,"Hetman Data Recovery Pack Home Edition [PC, Digital]"
3868,"Hitman Absolution (Essentials) [PS3, русская версия]",3868,19,"Hitman Absolution (Essentials) [PS3, русская версия]"
3869,"Hitman Absolution [PS3, русская версия]",3869,19,"Hitman Absolution [PS3, Russian Version]"
3870,"Hitman Absolution [PС, Jewel, русская версия]",3870,30,"Hitman Absolution [PС, Jewel, русская версия]"
3871,"Hitman Absolution [Xbox 360, русская версия]",3871,23,"Hitman Absolution [Xbox 360, русская версия]"
3872,"Hitman Absolution. Elite Edition [MAC, Цифровая версия]",3872,27,Hitman Absolution. Elite Edition [MAC Digital]
3873,"Hitman Absolution: Deluxe Professional Edition [PC, английская версия]",3873,29,Hitman Absolution: Deluxe Professional Edition [PC English]
3874,"Hitman Absolution: Deluxe Professional Edition [PS3, английская версия]",3874,19,Hitman Absolution: Deluxe Professional Edition [PS3 English]
3875,"Hitman Absolution: Deluxe Professional Edition [Xbox 360, английская версия]",3875,23,Hitman Absolution: Deluxe Professional Edition [Xbox 360 English]
3876,"Hitman Absolution: Professional Edition [PC, русская версия]",3876,28,"Hitman Absolution: Professional Edition [PC, Russian version]"
3877,"Hitman Absolution: Professional Edition [PS3, русская версия]",3877,19,"Hitman Absolution: Professional Edition [PS3, Russian version]"
3878,"Hitman Absolution: Professional Edition [Xbox 360, русская версия]",3878,23,"Hitman Absolution: Professional Edition [Xbox 360, Russian version]"
3879,"Hitman Trilogy HD [PS3, русская документация]",3879,19,"Hitman Trilogy HD [PS3, Russian Documentation]"
3880,"Hitman Trilogy HD [Xbox 360, русская документация]",3880,23,"Hitman Trilogy HD [Xbox 360, Russian Documentation]"
3881,"Hitman. Sniper Challenge [PC, русская версия]",3881,30,"Hitman. Sniper Challenge [PC, Russian]"
3882,Hitman. Sniper Challenge [PS3],3882,19,Hitman. Sniper Challenge [PS3]
3883,Hitman. Sniper Challenge [Xbox 360],3883,23,Hitman. Sniper Challenge [Xbox 360]
3884,"Homefront [PC, Jewel]",3884,30,"Homefront [PC, Jewel]"
3885,"Homefront: Ultimate Edition (Essentials) [PS3, русская версия]",3885,19,Homefront: Ultimate Edition (Essentials) [PS3 Russian]
3886,"House of the Dead Overkill Extended Cut (с поддержкой PS Move) [PS3, русская документация]",3886,19,"House of the Dead Overkill Extended Cut (with PS Move support) [PS3, Russian documentation]"
3887,"Hunted: The Demon's Forge [PS3, английская версия]",3887,19,"Hunted: The Demon's Forge [PS3, английская версия]"
3888,"Hunted: Кузня демонов [PC, Jewel, русская версия]",3888,30,"Hunted: Forge of Demons [PC, Jewel, Russian]"
3889,"Hunted: Кузня демонов [PC, Цифровая версия]",3889,31,Hunted: Demon Forge [PC Digital]
3890,"Hydrophobia Prophecy [PC, Jewel]",3890,30,"Hydrophobia Prophecy [PC, Jewel]"
3891,IDOL BILLY  Kings & Queens Of The Underground,3891,55,IDOL BILLY Kings & Queens Of The Underground
3892,IGGY POP  Blah Blah Blah  LP,3892,58,IGGY POP Blah Blah Blah LP
3893,IGGY POP  Instinct  LP,3893,58,IGGY POP Instinct LP
3894,IGLESIAS ENRIQUE  Euphoria,3894,55,IGLESIAS ENRIQUE Euphoria
3895,IGLESIAS ENRIQUE  Greatest Hits,3895,55,IGLESIAS ENRIQUE Greatest Hits
3896,IGLESIAS ENRIQUE  Sex And Love,3896,55,IGLESIAS ENRIQUE Sex And Love
3897,IGLESIAS JULIO  1  The Best Of  2CD,3897,55,IGLESIAS JULIO 1 The Best Of 2CD
3898,IGLESIAS JULIO  Mexico,3898,55,IGLESIAS JULIO Mexico
3899,IL DIVO  A Musical Affair,3899,55,IL DIVO A Musical Affair
3900,IL DIVO  Live In London  DVD,3900,59,IL DIVO Live In London DVD
3901,IL DIVO  The Greatest Hits,3901,55,IL DIVO The Greatest Hits
3902,IL DIVO  The Greatest Hits  2CD,3902,55,IL DIVO The Greatest Hits 2CD
3903,IL DIVO  Wicked Game,3903,55,IL DIVO Wicked Game
3904,IL DIVO Live At The Greek DVD,3904,59,IL DIVO Live At The Greek DVD
3905,INNA  Hot  New Edition,3905,55,INNA Hot New Edition
3906,INNA  I Am The Club Rocker,3906,55,INNA I Am The Club Rocker
3907,INSANE CLOWN POSSE The Amazing Jeckel Brothers (фирм),3907,56,INSANE CLOWN POSSE The Amazing Jeckel Brothers (firms)
3908,INTRONAUT  The Direction Of Last Things (фирм.),3908,55,INTRONAUT The Direction Of Last Things (firm.)
3909,IRON MAIDEN  En Vivo!  Live  2CD,3909,55,IRON MAIDEN  En Vivo!  Live  2CD
3910,IRON MAIDEN  Flight 666  2CD,3910,55,IRON MAIDEN Flight 666 2CD
3911,IRON MAIDEN  From Fear To Eternity  The Best Of 1990-2010  2CD,3911,55,IRON MAIDEN From Fear To Eternity The Best Of 1990-2010 2CD
3912,IRON MAIDEN  Iron Maiden  LP,3912,58,IRON MAIDEN Iron Maiden LP
3913,IRON MAIDEN  Piece Of Mind  LP,3913,58,IRON MAIDEN Piece Of Mind LP
3914,IRON MAIDEN  Somewere In Time  LP,3914,58,IRON MAIDEN Somewhere In Time LP
3915,IRON MAIDEN  Somewhere Back In Time  Best Of 1980-1989 LTD  2LP,3915,58,IRON MAIDEN  Somewhere Back In Time  Best Of 1980-1989 LTD  2LP
3916,IRON MAIDEN  Somewhere Back In Time  The Best Of  1980-1989,3916,55,IRON MAIDEN  Somewhere Back In Time  The Best Of  1980-1989
3917,IRON MAIDEN  The Book Of Souls  2CD,3917,55,IRON MAIDEN  The Book Of Souls  2CD
3918,IRON MAIDEN  The Book Of Souls  2CD (фирм.),3918,56,IRON MAIDEN The Book Of Souls 2CD (firm.)
3919,IRON MAIDEN  The Book Of Souls  3LP,3919,58,IRON MAIDEN The Book Of Souls 3LP
3920,IRON MAIDEN  The Book Of Souls  Deluxe Limited Edition 2CD (фирм.),3920,56,IRON MAIDEN The Book Of Souls Deluxe Limited Edition 2CD (firm)
3921,IRON MAIDEN  The Final Frontier,3921,55,IRON MAIDEN The Final Frontier
3922,IRON MAIDEN  The Final Frontier  LTD (фирм.),3922,56,IRON MAIDEN The Final Frontier LTD (firm.)
3923,IRON MAIDEN  The Number Of The Beast  LP,3923,58,IRON MAIDEN The Number Of The Beast LP
3924,IRON MAIDEN Flight 666 2DVD (Кир.),3924,59,IRON MAIDEN Flight 666 2DVD (Kir.)
3925,IRON MAIDEN Flight 666 2LP,3925,58,IRON MAIDEN Flight 666 2LP
3926,IRON MAIDEN Rock in Rio DVD+CD (стекло),3926,59,IRON MAIDEN Rock in Rio DVD+CD (стекло)
3927,"Ico & Shadow of Colossus Collection [PS3, русская документация]",3927,19,"Ico & Shadow of Colossus Collection [PS3, Russian Documentation]"
3928,"InFAMOUS: Второй сын [PS4, русская версия]",3928,20,"InFAMOUS: Второй сын [PS4, русская версия]"
3929,Infamous: Второй сын. Комплект предварительного заказа [PS4],3929,20,Infamous: Second son. Pre-order kit [PS4]
3930,"Injustice: Gods Among Us Ultimate Edition [PC, Jewel, русские субтитры]",3930,30,"Injustice: Gods Among Us Ultimate Edition [PC, Jewel, Russian subtitles]"
3931,"Injustice: Gods Among Us Ultimate Edition [PC, Цифровая версия]",3931,31,"Injustice: Gods Among Us Ultimate Edition [PC, Цифровая версия]"
3932,"Injustice: Gods Among Us Ultimate Edition [PS Vita, русские субтитры]",3932,22,"Injustice: Gods Among Us Ultimate Edition [PS Vita, Russian subtitles]"
3933,"Injustice: Gods Among Us Ultimate Edition [PS3, русские субтитры]",3933,19,"Injustice: Gods Among Us Ultimate Edition [PS3, Russian subtitles]"
3934,"Injustice: Gods Among Us Ultimate Edition [PS4, русские субтитры]",3934,20,"Injustice: Gods Among Us Ultimate Edition [PS4, русские субтитры]"
3935,"Injustice: Gods Among Us Ultimate Edition [Xbox 360, русские субтитры]",3935,23,"Injustice: Gods Among Us Ultimate Edition [Xbox 360, русские субтитры]"
3936,"Injustice: Gods Among Us [PS3, русские субтитры]",3936,19,"Injustice: Gods Among Us [PS3, Russian subtitles]"
3937,"Injustice: Gods Among Us [Xbox 360, русские субтитры]",3937,23,"Injustice: Gods Among Us [Xbox 360, Russian subtitles]"
3938,"Injustice: Gods Among Us. Soviet Edition [PS3, русские субтитры]",3938,19,"Injustice: Gods Among Us. Soviet Edition [PS3, Russian subtitles]"
3939,"Injustice: Gods Among Us. Soviet Edition [Xbox 360, русские субтитры]",3939,23,"Injustice: Gods Among Us. Soviet Edition [Xbox 360, Russian subtitles]"
3940,"Inversion (СофтКлаб) [PC, Цифровая версия]",3940,31,"Inversion (SoftKlab) [PC, Digital version]"
3941,"Inversion [PC, Jewel, русская версия]",3941,30,"Inversion [PC, Jewel, русская версия]"
3942,"Inversion. Подарочное издание [PC, русская версия]",3942,28,"Inversion. Gift Edition [PC, Russian]"
3943,"Invizimals: Альянс [PS Vita, русская версия]",3943,22,"Invizimals: Альянс [PS Vita, русская версия]"
3944,"Invizimals: Затерянный мир [PS3, русская версия]",3944,19,Invizimals: The Lost World [PS3 Russian Version]
3945,"Invizimals: Сопротивление [PS Vita, русская версия]",3945,22,"Invizimals: Сопротивление [PS Vita, русская версия]"
3946,"Iron Duke: Колода пластиковых карт для игры в покер ""Premium"", арт.398568",3946,64,"Iron Duke: Колода пластиковых карт для игры в покер ""Premium"", арт.398568"
3947,"Iron Front. Освобождение.1944 [PC, русская версия]",3947,30,"Iron Front. Liberation. 1944 [PC, Russian version]"
3948,IronPower ForceOne black,3948,62,IronPower ForceOne black
3949,IronPower ForceOne silver,3949,62,IronPower ForceOne silver
3950,IronPower ForceTwo black,3950,62,IronPower ForceTwo black
3951,IronPower ForceTwo silver,3951,62,IronPower ForceTwo silver
3952,IronPower V Power красный,3952,62,IronPower V Power red
3953,JACKSON MICHAEL  Bad,3953,55,JACKSON MICHAEL Bad
3954,JACKSON MICHAEL  Bad  25th Anniversary Edition  (Picture Vinyl)  LP,3954,58,JACKSON MICHAEL Bad 25th Anniversary Edition (Picture Vinyl) LP
3955,JACKSON MICHAEL  Bad  25th Anniversary Edition  3LP,3955,58,JACKSON MICHAEL Bad 25th Anniversary Edition 3LP
3956,JACKSON MICHAEL  Bad  25th Anniversary Edition  Deluxe Edition  4CD (фирм.),3956,56,JACKSON MICHAEL Bad 25th Anniversary Edition Deluxe Edition 4CD (firm)
3957,JACKSON MICHAEL  Bad  Original Recording Remastered  LP,3957,58,JACKSON MICHAEL Bad Original Recording Remastered LP
3958,JACKSON MICHAEL  Bad 25  2CD,3958,55,JACKSON MICHAEL Bad 25 2CD
3959,JACKSON MICHAEL  Collection  5CD (box),3959,55,JACKSON MICHAEL  Collection  5CD (box)
3960,JACKSON MICHAEL  Dangerous,3960,55,JACKSON MICHAEL  Dangerous
3961,JACKSON MICHAEL  Essential  2CD,3961,55,JACKSON MICHAEL  Essential  2CD
3962,JACKSON MICHAEL  History  Book 1  2CD,3962,55,JACKSON MICHAEL History Book 1 2CD
3963,JACKSON MICHAEL  Immortal,3963,55,JACKSON MICHAEL Immortal
3964,JACKSON MICHAEL  Immortal  Deluxe Edition  2CD,3964,55,JACKSON MICHAEL Immortal Deluxe Edition 2CD
3965,JACKSON MICHAEL  King Of Pop,3965,55,JACKSON MICHAEL  King Of Pop
3966,JACKSON MICHAEL  Live At Wembley  DVD,3966,59,JACKSON MICHAEL Live At Wembley DVD
3967,JACKSON MICHAEL  Number Ones,3967,55,JACKSON MICHAEL Number Ones
3968,JACKSON MICHAEL  Off The Wall,3968,55,JACKSON MICHAEL Off The Wall
3969,JACKSON MICHAEL  This Is It,3969,55,JACKSON MICHAEL  This Is It
3970,JACKSON MICHAEL  Thriller,3970,55,JACKSON MICHAEL  Thriller
3971,JACKSON MICHAEL  Xscape,3971,55,JACKSON MICHAEL  Xscape
3972,JACKSON MICHAEL  Xscape  Deluxe Edition  CD+DVD (фирм.),3972,56,JACKSON MICHAEL  Xscape  Deluxe Edition  CD+DVD (фирм.)
3973,JACKSON MICHAEL  Xscape  LP,3973,58,JACKSON MICHAEL  Xscape  LP
3974,JACKSON MICHAEL Dangerous  2LP,3974,58,JACKSON MICHAEL Dangerous 2LP
3975,JACKSON MICHAEL Thriller  Remastered  LP,3975,58,JACKSON MICHAEL Thriller  Remastered  LP
3976,"JACKSON, MICHAEL Live In Bucharest - The Dangerous Tour DVD (Кир.)",3976,59,"JACKSON, MICHAEL Live In Bucharest - The Dangerous Tour DVD (Кир.)"
3977,"JACKSON, MICHAEL Number Ones  Digipack (фирм.)",3977,56,"JACKSON, MICHAEL Number Ones  Digipack (фирм.)"
3978,"JACKSON, MICHAEL Number Ones DVD (Кир.)",3978,59,"JACKSON, MICHAEL Number Ones DVD (Kir.)"
3979,"JACKSON, MICHAEL Thriller 25th Anniv. CD+DVD (фирм)",3979,56,"JACKSON, MICHAEL Thriller 25th Anniv. CD + DVD (firms)"
3980,"JACKSON, MICHAEL Video Greatest Hist DVD (Кир.)",3980,59,"JACKSON, MICHAEL Video Greatest Hits DVD (Kir.)"
3981,JAMELIA Superstar - The Hits (фирм),3981,56,JAMELIA Superstar - The Hits (фирм)
3982,JAMIROQUAI  Rock Dust Light Star,3982,55,JAMIROQUAI  Rock Dust Light Star
3983,JAPSEN CARLY RAE  Kiss,3983,55,JAPSEN CARLY RAE Kiss
3984,JARRE JEAN MICHEL  Electronika 1  The Time Machine,3984,55,JARRE JEAN MICHEL  Electronika 1  The Time Machine
